"","term","estimate","std.error","statistic","p.value"
"1","(Intercept)",-44.5738043098076,7.63142152227147,-5.84082587755425,6.33100111879573e-09
"2","height",2.20572716796541,0.0443817832201795,49.6989306856537,8.10267659179644e-322
