file,x,y
1.2.840.113619.2.110.210419.20150913173953.1.9.12.1.jpg,700,942
1.2.840.113619.2.110.210419.20150913174321.1.9.12.1.jpg,692,938
1.2.840.113619.2.110.210419.20150913180652.1.9.12.1.jpg,700,938
1.2.840.113619.2.110.210419.20150913185114.1.9.12.1.jpg,692,937
1.2.840.113619.2.110.210419.20150914090248.1.9.12.1.jpg,716,604
1.2.840.113619.2.110.210419.20150914094136.1.9.12.1.jpg,716,666
1.2.840.113619.2.110.210419.20150914105224.1.9.12.1.jpg,716,670
1.2.840.113619.2.110.210419.20150914123235.1.9.12.1.jpg,692,937
1.2.840.113619.2.110.210419.20150914164733.1.9.12.1.jpg,700,940
1.2.840.113619.2.110.210419.20150914171202.1.9.12.1.jpg,700,943
1.2.840.113619.2.110.210419.20150914173850.1.9.12.1.jpg,700,942
1.2.840.113619.2.110.210419.20150914180745.1.9.12.1.jpg,692,937
1.2.840.113619.2.110.210419.20150915084947.1.9.12.1.jpg,700,941
1.2.840.113619.2.110.210419.20150915092132.1.9.12.1.jpg,700,937
1.2.840.113619.2.110.210419.20150915101824.1.9.12.1.jpg,692,937
1.2.840.113619.2.110.210419.20150915112721.1.9.12.1.jpg,700,943
1.2.840.113619.2.110.210419.20150915120540.1.9.12.1.jpg,700,942
1.2.840.113619.2.110.210419.20150915154528.1.9.12.1.jpg,700,941
1.2.840.113619.2.110.210419.20150915161444.1.9.12.1.jpg,692,938
1.2.840.113619.2.110.210419.20150915184029.1.9.12.1.jpg,716,855
1.2.840.113619.2.110.210419.20150915184410.1.9.12.1.jpg,700,942
1.2.840.113619.2.110.210419.20150915184659.1.9.12.1.jpg,700,940
1.2.840.113619.2.110.210419.20150915185026.1.9.12.1.jpg,692,937
1.2.840.113619.2.110.210419.20150915185630.1.9.12.1.jpg,700,938
1.2.840.113619.2.110.210419.20150915185810.1.9.12.1.jpg,700,938
1.2.840.113619.2.110.210419.20150915190105.1.9.12.1.jpg,716,852
1.2.840.113619.2.110.210419.20150916125230.1.9.12.1.jpg,716,856
1.2.840.113619.2.110.210419.20150916145239.1.9.12.1.jpg,692,937
1.2.840.113619.2.110.210419.20150916153518.1.9.12.1.jpg,716,894
1.2.840.113619.2.110.210419.20150916160144.1.9.12.1.jpg,700,943
1.2.840.113619.2.110.210419.20150916170557.1.9.12.1.jpg,716,896
1.2.840.113619.2.110.210419.20150916184900.1.9.12.1.jpg,700,942
1.2.840.113619.2.110.210419.20150916185023.1.9.12.1.jpg,716,845
1.2.840.113619.2.110.210419.20150916185117.1.9.12.1.jpg,716,856
1.2.840.113619.2.110.210419.20150916185213.1.9.12.1.jpg,716,848
1.2.840.113619.2.110.210419.20150916185419.1.9.12.1.jpg,716,840
1.2.840.113619.2.110.210419.20150916190241.1.9.12.1.jpg,700,941
1.2.840.113619.2.110.210419.20150916191557.1.9.12.1.jpg,692,938
1.2.840.113619.2.110.210419.20150917131610.1.9.12.1.jpg,716,857
1.2.840.113619.2.110.210419.20150917135446.1.9.12.1.jpg,700,942
1.2.840.113619.2.110.210419.20150917141740.1.9.12.1.jpg,700,943
1.2.840.113619.2.110.210419.20150917151317.1.9.12.1.jpg,692,938
1.2.840.113619.2.110.210419.20150917154530.1.9.12.1.jpg,700,940
1.2.840.113619.2.110.210419.20150917161001.1.9.12.1.jpg,700,943
1.2.840.113619.2.110.210419.20150917174402.1.9.12.1.jpg,700,943
1.2.840.113619.2.110.210419.20150917181736.1.9.12.1.jpg,692,938
1.2.840.113619.2.110.210419.20150918085959.1.9.12.1.jpg,700,942
1.2.840.113619.2.110.210419.20150918091220.1.9.12.1.jpg,716,822
1.2.840.113619.2.110.210419.20150918104833.1.9.12.1.jpg,692,940
1.2.840.113619.2.110.210419.20150918120712.1.9.12.1.jpg,692,939
1.2.840.113619.2.110.210419.20150918121130.1.8.12.1.jpg,716,856
1.2.840.113619.2.110.210419.20150918121305.1.8.12.1.jpg,716,855
1.2.840.113619.2.110.210419.20150918121725.1.8.12.1.jpg,716,853
1.2.840.113619.2.110.210419.20150918121852.1.8.12.1.jpg,692,937
1.2.840.113619.2.110.210419.20150918122134.1.8.12.1.jpg,692,937
1.2.840.113619.2.110.210419.20150918122310.1.8.12.1.jpg,692,938
1.2.840.113619.2.110.210419.20150918122414.1.8.12.1.jpg,708,940
1.2.840.113619.2.110.210419.20150918122532.1.8.12.1.jpg,692,938
1.2.840.113619.2.110.210419.20150918122638.1.8.12.1.jpg,692,939
1.2.840.113619.2.110.210419.20150918122809.1.8.12.1.jpg,704,937
1.2.840.113619.2.110.210419.20150918122941.1.8.12.1.jpg,708,941
1.2.840.113619.2.110.210419.20150918123150.1.8.12.1.jpg,708,943
1.2.840.113619.2.110.210419.20150918123255.1.8.12.1.jpg,704,937
1.2.840.113619.2.110.210419.20150918123525.1.8.12.1.jpg,716,856
1.2.840.113619.2.110.210419.20150918123614.1.8.12.1.jpg,716,854
1.2.840.113619.2.110.210419.20150918123712.1.8.12.1.jpg,716,856
1.2.840.113619.2.110.210419.20150918123804.1.8.12.1.jpg,716,856
1.2.840.113619.2.110.210419.20150918123900.1.8.12.1.jpg,716,852
1.2.840.113619.2.110.210419.20150918124013.1.8.12.1.jpg,716,820
1.2.840.113619.2.110.210419.20150918124112.1.8.12.1.jpg,700,940
1.2.840.113619.2.110.210419.20150918125708.1.8.12.1.jpg,692,939
1.2.840.113619.2.110.210419.20150918125810.1.8.12.1.jpg,700,941
1.2.840.113619.2.110.210419.20150918134841.1.9.12.1.jpg,700,942
1.2.840.113619.2.110.210419.20150918144319.1.9.12.1.jpg,700,943
1.2.840.113619.2.110.210419.20150918151502.1.9.12.1.jpg,700,942
1.2.840.113619.2.110.210419.20150918153028.1.9.12.1.jpg,700,943
1.2.840.113619.2.110.210419.20150918160125.1.9.12.1.jpg,704,943
1.2.840.113619.2.110.210419.20150918161306.1.9.12.1.jpg,700,943
1.2.840.113619.2.110.210419.20150918161511.2.9.12.1.jpg,716,856
1.2.840.113619.2.110.210419.20150918161857.2.9.12.1.jpg,716,856
1.2.840.113619.2.110.210419.20150918162008.2.9.12.1.jpg,692,938
1.2.840.113619.2.110.210419.20150918162123.2.9.12.1.jpg,716,858
1.2.840.113619.2.110.210419.20150918162222.2.9.12.1.jpg,716,857
1.2.840.113619.2.110.210419.20150918165510.2.9.12.1.jpg,716,856
1.2.840.113619.2.110.210419.20150918170541.2.9.12.1.jpg,716,856
1.2.840.113619.2.110.210419.20150918170639.2.9.12.1.jpg,692,937
1.2.840.113619.2.110.210419.20150918170808.2.9.12.1.jpg,716,856
1.2.840.113619.2.110.210419.20150918170859.2.9.12.1.jpg,716,851
1.2.840.113619.2.110.210419.20150918171002.2.9.12.1.jpg,716,858
1.2.840.113619.2.110.210419.20150918171100.2.9.12.1.jpg,700,943
1.2.840.113619.2.110.210419.20150918171238.2.9.12.1.jpg,692,937
1.2.840.113619.2.110.210419.20150918171603.2.9.12.1.jpg,716,854
1.2.840.113619.2.110.210419.20150918171652.2.9.12.1.jpg,700,943
1.2.840.113619.2.110.210419.20150918171746.2.9.12.1.jpg,716,859
1.2.840.113619.2.110.210419.20150918171848.2.9.12.1.jpg,716,857
1.2.840.113619.2.110.210419.20150918172024.2.9.12.1.jpg,716,857
1.2.840.113619.2.110.210419.20150918172236.2.9.12.1.jpg,716,856
1.2.840.113619.2.110.210419.20150918172329.2.9.12.1.jpg,716,855
1.2.840.113619.2.110.210419.20150918172424.2.9.12.1.jpg,716,854
1.2.840.113619.2.110.210419.20150918172531.2.9.12.1.jpg,716,856
1.2.840.113619.2.110.210419.20150918172623.2.9.12.1.jpg,716,858
1.2.840.113619.2.110.210419.20150918172717.2.9.12.1.jpg,716,855
1.2.840.113619.2.110.210419.20150918172836.2.9.12.1.jpg,716,854
1.2.840.113619.2.110.210419.20150918172959.2.9.12.1.jpg,716,791
1.2.840.113619.2.110.210419.20150918173100.2.9.12.1.jpg,692,938
1.2.840.113619.2.110.210419.20150918173150.2.9.12.1.jpg,716,855
1.2.840.113619.2.110.210419.20150918173330.2.9.12.1.jpg,716,857
1.2.840.113619.2.110.210419.20150918173732.2.9.12.1.jpg,716,851
1.2.840.113619.2.110.210419.20150918173826.2.9.12.1.jpg,716,856
1.2.840.113619.2.110.210419.20150918173922.2.9.12.1.jpg,716,731
1.2.840.113619.2.110.210419.20150918174021.2.9.12.1.jpg,716,857
1.2.840.113619.2.110.210419.20150918174223.2.9.12.1.jpg,716,857
1.2.840.113619.2.110.210419.20150918174431.2.9.12.1.jpg,716,856
1.2.840.113619.2.110.210419.20150918174525.2.9.12.1.jpg,716,857
1.2.840.113619.2.110.210419.20150918174627.2.9.12.1.jpg,692,937
1.2.840.113619.2.110.210419.20150918174745.2.9.12.1.jpg,700,941
1.2.840.113619.2.110.210419.20150918175350.1.9.12.1.jpg,700,938
1.2.840.113619.2.110.210419.20150918175920.1.9.12.1.jpg,700,943
1.2.840.113619.2.110.210419.20150918180617.1.9.12.1.jpg,700,938
1.2.840.113619.2.110.210419.20150919080659.2.9.12.1.jpg,700,942
1.2.840.113619.2.110.210419.20150919081336.2.9.12.1.jpg,716,858
1.2.840.113619.2.110.210419.20150919081706.2.9.12.1.jpg,704,943
1.2.840.113619.2.110.210419.20150919081901.2.9.12.1.jpg,716,818
1.2.840.113619.2.110.210419.20150919082037.2.9.12.1.jpg,716,853
1.2.840.113619.2.110.210419.20150919082156.2.9.12.1.jpg,716,853
1.2.840.113619.2.110.210419.20150919082325.2.9.12.1.jpg,716,893
1.2.840.113619.2.110.210419.20150919082526.2.9.12.1.jpg,692,937
1.2.840.113619.2.110.210419.20150919082640.2.9.12.1.jpg,692,938
1.2.840.113619.2.110.210419.20150919082843.2.9.12.1.jpg,700,942
1.2.840.113619.2.110.210419.20150919083010.2.9.12.1.jpg,716,855
1.2.840.113619.2.110.210419.20150919083112.2.9.12.1.jpg,692,937
1.2.840.113619.2.110.210419.20150919083212.2.9.12.1.jpg,700,943
1.2.840.113619.2.110.210419.20150919083703.1.9.12.1.jpg,700,941
1.2.840.113619.2.110.210419.20150919084545.2.9.12.1.jpg,716,856
1.2.840.113619.2.110.210419.20150919085324.2.9.12.1.jpg,700,941
1.2.840.113619.2.110.210419.20150919085526.2.9.12.1.jpg,716,852
1.2.840.113619.2.110.210419.20150919085630.2.9.12.1.jpg,704,943
1.2.840.113619.2.110.210419.20150919085825.2.9.12.1.jpg,716,856
1.2.840.113619.2.110.210419.20150919085925.2.9.12.1.jpg,700,942
1.2.840.113619.2.110.210419.20150919090041.2.9.12.1.jpg,692,939
1.2.840.113619.2.110.210419.20150919090156.2.9.12.1.jpg,692,937
1.2.840.113619.2.110.210419.20150919090448.2.9.12.1.jpg,700,942
1.2.840.113619.2.110.210419.20150919090702.2.9.12.1.jpg,716,793
1.2.840.113619.2.110.210419.20150919091925.1.9.12.1.jpg,700,942
1.2.840.113619.2.110.210419.20150919093841.2.9.12.1.jpg,716,727
1.2.840.113619.2.110.210419.20150919094054.2.9.12.1.jpg,692,937
1.2.840.113619.2.110.210419.20150919094154.2.9.12.1.jpg,716,857
1.2.840.113619.2.110.210419.20150919094305.2.9.12.1.jpg,700,942
1.2.840.113619.2.110.210419.20150919094408.2.9.12.1.jpg,716,824
1.2.840.113619.2.110.210419.20150919094514.2.9.12.1.jpg,700,941
1.2.840.113619.2.110.210419.20150919094625.2.9.12.1.jpg,700,942
1.2.840.113619.2.110.210419.20150919095405.2.9.12.1.jpg,716,822
1.2.840.113619.2.110.210419.20150919095514.2.9.12.1.jpg,692,937
1.2.840.113619.2.110.210419.20150919095916.1.9.12.1.jpg,692,937
1.2.840.113619.2.110.210419.20150919100935.2.9.12.1.jpg,716,790
1.2.840.113619.2.110.210419.20150919101131.2.9.12.1.jpg,716,851
1.2.840.113619.2.110.210419.20150919101246.2.9.12.1.jpg,716,855
1.2.840.113619.2.110.210419.20150919101444.2.9.12.1.jpg,716,852
1.2.840.113619.2.110.210419.20150919101716.2.9.12.1.jpg,716,855
1.2.840.113619.2.110.210419.20150919102400.2.9.12.1.jpg,716,855
1.2.840.113619.2.110.210419.20150919102512.2.9.12.1.jpg,716,664
1.2.840.113619.2.110.210419.20150919103207.1.9.12.1.jpg,692,938
1.2.840.113619.2.110.210419.20150919104445.2.9.12.1.jpg,716,856
1.2.840.113619.2.110.210419.20150919104613.2.9.12.1.jpg,716,854
1.2.840.113619.2.110.210419.20150919104825.2.9.12.1.jpg,716,855
1.2.840.113619.2.110.210419.20150919105458.2.9.12.1.jpg,716,856
1.2.840.113619.2.110.210419.20150919105619.2.9.12.1.jpg,716,857
1.2.840.113619.2.110.210419.20150919105859.2.9.12.1.jpg,716,857
1.2.840.113619.2.110.210419.20150919110040.2.9.12.1.jpg,716,857
1.2.840.113619.2.110.210419.20150919110421.2.9.12.1.jpg,716,856
1.2.840.113619.2.110.210419.20150919110707.2.9.12.1.jpg,716,855
1.2.840.113619.2.110.210419.20150919110944.2.9.12.1.jpg,700,943
1.2.840.113619.2.110.210419.20150919111532.1.9.12.1.jpg,700,938
1.2.840.113619.2.110.210419.20150919112753.2.9.12.1.jpg,700,943
1.2.840.113619.2.110.210419.20150919113741.2.9.12.1.jpg,716,856
1.2.840.113619.2.110.210419.20150919114032.2.9.12.1.jpg,716,854
1.2.840.113619.2.110.210419.20150919114214.2.9.12.1.jpg,700,941
1.2.840.113619.2.110.210419.20150919114507.2.9.12.1.jpg,700,937
1.2.840.113619.2.110.210419.20150919114623.2.9.12.1.jpg,716,856
1.2.840.113619.2.110.210419.20150919114814.2.9.12.1.jpg,700,938
1.2.840.113619.2.110.210419.20150919114940.2.9.12.1.jpg,716,849
1.2.840.113619.2.110.210419.20150919115153.2.9.12.1.jpg,700,940
1.2.840.113619.2.110.210419.20150919115409.2.9.12.1.jpg,716,853
1.2.840.113619.2.110.210419.20150919115513.2.9.12.1.jpg,700,942
1.2.840.113619.2.110.210419.20150919115926.1.9.12.1.jpg,692,937
1.2.840.113619.2.110.210419.20150919120953.2.9.12.1.jpg,716,852
1.2.840.113619.2.110.210419.20150919121109.2.9.12.1.jpg,716,856
1.2.840.113619.2.110.210419.20150919121344.2.9.12.1.jpg,716,856
1.2.840.113619.2.110.210419.20150919121914.2.9.12.1.jpg,700,942
1.2.840.113619.2.110.210419.20150919122250.2.9.12.1.jpg,716,856
1.2.840.113619.2.110.210419.20150919122751.1.9.12.1.jpg,700,937
1.2.840.113619.2.110.210419.20150919124803.2.9.12.1.jpg,716,857
1.2.840.113619.2.110.210419.20150919124944.2.9.12.1.jpg,704,943
1.2.840.113619.2.110.210419.20150919125120.2.9.12.1.jpg,700,941
1.2.840.113619.2.110.210419.20150919130652.2.9.12.1.jpg,716,858
1.2.840.113619.2.110.210419.20150919130845.2.9.12.1.jpg,716,855
1.2.840.113619.2.110.210419.20150919131155.2.9.12.1.jpg,692,937
1.2.840.113619.2.110.210419.20150919131303.2.9.12.1.jpg,700,942
1.2.840.113619.2.110.210419.20150919131433.2.9.12.1.jpg,716,855
1.2.840.113619.2.110.210419.20150919131803.1.9.12.1.jpg,700,941
1.2.840.113619.2.110.210419.20150919133543.2.9.12.1.jpg,700,941
1.2.840.113619.2.110.210419.20150919134631.2.9.12.1.jpg,700,941
1.2.840.113619.2.110.210419.20150919134756.2.9.12.1.jpg,700,941
1.2.840.113619.2.110.210419.20150919134907.2.9.12.1.jpg,700,943
1.2.840.113619.2.110.210419.20150919135022.2.9.12.1.jpg,700,942
1.2.840.113619.2.110.210419.20150919135326.1.9.12.1.jpg,692,937
1.2.840.113619.2.110.210419.20150919140216.2.9.12.1.jpg,700,943
1.2.840.113619.2.110.210419.20150919140447.2.9.12.1.jpg,716,854
1.2.840.113619.2.110.210419.20150919140632.2.9.12.1.jpg,700,943
1.2.840.113619.2.110.210419.20150919140746.2.9.12.1.jpg,716,857
1.2.840.113619.2.110.210419.20150919141012.2.9.12.1.jpg,716,889
1.2.840.113619.2.110.210419.20150919141314.2.9.12.1.jpg,716,855
1.2.840.113619.2.110.210419.20150919141605.2.9.12.1.jpg,700,940
1.2.840.113619.2.110.210419.20150919142414.1.9.12.1.jpg,692,938
1.2.840.113619.2.110.210419.20150919150556.2.9.12.1.jpg,700,943
1.2.840.113619.2.110.210419.20150919151306.1.9.12.1.jpg,700,940
1.2.840.113619.2.110.210419.20150919155822.2.9.12.1.jpg,692,937
1.2.840.113619.2.110.210419.20150919155924.2.9.12.1.jpg,700,943
1.2.840.113619.2.110.210419.20150919161533.2.9.12.1.jpg,700,941
1.2.840.113619.2.110.210419.20150919161706.2.9.12.1.jpg,700,942
1.2.840.113619.2.110.210419.20150919161811.2.9.12.1.jpg,716,856
1.2.840.113619.2.110.210419.20150919161911.2.9.12.1.jpg,692,937
1.2.840.113619.2.110.210419.20150919162014.2.9.12.1.jpg,716,853
1.2.840.113619.2.110.210419.20150919162842.1.9.12.1.jpg,700,943
1.2.840.113619.2.110.210419.20150919163153.1.9.12.1.jpg,700,943
1.2.840.113619.2.110.210419.20150919163502.1.9.12.1.jpg,700,943
1.2.840.113619.2.110.210419.20150919163630.2.9.12.1.jpg,692,939
1.2.840.113619.2.110.210419.20150919163742.2.9.12.1.jpg,692,939
1.2.840.113619.2.110.210419.20150919163855.2.9.12.1.jpg,700,942
1.2.840.113619.2.110.210419.20150919164008.2.9.12.1.jpg,700,941
1.2.840.113619.2.110.210419.20150919164119.2.9.12.1.jpg,700,940
1.2.840.113619.2.110.210419.20150919164354.2.9.12.1.jpg,692,938
1.2.840.113619.2.110.210419.20150919164455.2.9.12.1.jpg,700,938
1.2.840.113619.2.110.210419.20150919164550.2.9.12.1.jpg,700,941
1.2.840.113619.2.110.210419.20150919164652.2.9.12.1.jpg,700,938
1.2.840.113619.2.110.210419.20150919164750.2.9.12.1.jpg,692,940
1.2.840.113619.2.110.210419.20150919164910.2.9.12.1.jpg,716,856
1.2.840.113619.2.110.210419.20150919165740.2.9.12.1.jpg,716,863
1.2.840.113619.2.110.210419.20150919165836.2.9.12.1.jpg,716,894
1.2.840.113619.2.110.210419.20150919165952.2.9.12.1.jpg,716,822
1.2.840.113619.2.110.210419.20150919170051.2.9.12.1.jpg,716,857
1.2.840.113619.2.110.210419.20150919170149.2.9.12.1.jpg,716,856
1.2.840.113619.2.110.210419.20150919170653.2.9.12.1.jpg,692,937
1.2.840.113619.2.110.210419.20150919170757.2.9.12.1.jpg,700,943
1.2.840.113619.2.110.210419.20150919170859.2.9.12.1.jpg,700,942
1.2.840.113619.2.110.210419.20150919171220.2.9.12.1.jpg,716,857
1.2.840.113619.2.110.210419.20150919171328.2.9.12.1.jpg,700,942
1.2.840.113619.2.110.210419.20150919171428.2.9.12.1.jpg,716,858
1.2.840.113619.2.110.210419.20150919175539.1.9.12.1.jpg,704,943
1.2.840.113619.2.110.210419.20150919175814.1.9.12.1.jpg,700,941
1.2.840.113619.2.110.210419.20150919180110.1.9.12.1.jpg,692,939
1.2.840.113619.2.110.210419.20150920082530.2.9.12.1.jpg,700,943
1.2.840.113619.2.110.210419.20150920082910.2.9.12.1.jpg,700,942
1.2.840.113619.2.110.210419.20150920083019.2.9.12.1.jpg,692,937
1.2.840.113619.2.110.210419.20150920083436.2.9.12.1.jpg,716,856
1.2.840.113619.2.110.210419.20150920083545.2.9.12.1.jpg,716,853
1.2.840.113619.2.110.210419.20150920083701.2.9.12.1.jpg,700,940
1.2.840.113619.2.110.210419.20150920083817.2.9.12.1.jpg,692,938
1.2.840.113619.2.110.210419.20150920084000.2.9.12.1.jpg,692,938
1.2.840.113619.2.110.210419.20150920084103.2.9.12.1.jpg,692,937
1.2.840.113619.2.110.210419.20150920084251.2.9.12.1.jpg,716,854
1.2.840.113619.2.110.210419.20150920084419.2.9.12.1.jpg,700,943
1.2.840.113619.2.110.210419.20150920084949.1.9.12.1.jpg,692,939
1.2.840.113619.2.110.210419.20150920085823.2.9.12.1.jpg,692,938
1.2.840.113619.2.110.210419.20150920091051.2.9.12.1.jpg,716,854
1.2.840.113619.2.110.210419.20150920091717.2.9.12.1.jpg,692,937
1.2.840.113619.2.110.210419.20150920091908.2.9.12.1.jpg,716,854
1.2.840.113619.2.110.210419.20150920092031.2.9.12.1.jpg,716,894
1.2.840.113619.2.110.210419.20150920092219.2.9.12.1.jpg,700,942
1.2.840.113619.2.110.210419.20150920092350.2.9.12.1.jpg,700,942
1.2.840.113619.2.110.210419.20150920092459.2.9.12.1.jpg,716,854
1.2.840.113619.2.110.210419.20150920092636.2.9.12.1.jpg,700,940
1.2.840.113619.2.110.210419.20150920092736.2.9.12.1.jpg,716,854
1.2.840.113619.2.110.210419.20150920092924.2.9.12.1.jpg,700,940
1.2.840.113619.2.110.210419.20150920093840.1.9.12.1.jpg,700,943
1.2.840.113619.2.110.210419.20150920094253.2.9.12.1.jpg,700,942
1.2.840.113619.2.110.210419.20150920095114.2.9.12.1.jpg,716,852
1.2.840.113619.2.110.210419.20150920095234.2.9.12.1.jpg,716,854
1.2.840.113619.2.110.210419.20150920095340.2.9.12.1.jpg,692,937
1.2.840.113619.2.110.210419.20150920095716.2.9.12.1.jpg,716,855
1.2.840.113619.2.110.210419.20150920095919.2.9.12.1.jpg,716,854
1.2.840.113619.2.110.210419.20150920100805.2.9.12.1.jpg,700,938
1.2.840.113619.2.110.210419.20150920100913.2.9.12.1.jpg,716,794
1.2.840.113619.2.110.210419.20150920101015.2.9.12.1.jpg,716,857
1.2.840.113619.2.110.210419.20150920101454.2.9.12.1.jpg,716,855
1.2.840.113619.2.110.210419.20150920101629.2.9.12.1.jpg,692,938
1.2.840.113619.2.110.210419.20150920102319.2.9.12.1.jpg,716,851
1.2.840.113619.2.110.210419.20150920102423.2.9.12.1.jpg,716,853
1.2.840.113619.2.110.210419.20150920102525.2.9.12.1.jpg,700,941
1.2.840.113619.2.110.210419.20150920102624.2.9.12.1.jpg,700,942
1.2.840.113619.2.110.210419.20150920103357.2.9.12.1.jpg,704,943
1.2.840.113619.2.110.210419.20150920103639.2.9.12.1.jpg,716,856
1.2.840.113619.2.110.210419.20150920104054.2.9.12.1.jpg,716,856
1.2.840.113619.2.110.210419.20150920104705.2.9.12.1.jpg,700,942
1.2.840.113619.2.110.210419.20150920105635.1.9.12.1.jpg,700,942
1.2.840.113619.2.110.210419.20150920110729.2.9.12.1.jpg,700,943
1.2.840.113619.2.110.210419.20150920110847.2.9.12.1.jpg,700,943
1.2.840.113619.2.110.210419.20150920112533.1.9.12.1.jpg,700,942
1.2.840.113619.2.110.210419.20150920114239.1.9.12.1.jpg,700,941
1.2.840.113619.2.110.210419.20150920114641.1.9.12.1.jpg,692,941
1.2.840.113619.2.110.210419.20150920115511.2.9.12.1.jpg,692,939
1.2.840.113619.2.110.210419.20150920115934.2.9.12.1.jpg,700,940
1.2.840.113619.2.110.210419.20150920120045.2.9.12.1.jpg,700,942
1.2.840.113619.2.110.210419.20150920120233.2.9.12.1.jpg,692,937
1.2.840.113619.2.110.210419.20150920121225.1.9.12.1.jpg,700,943
1.2.840.113619.2.110.210419.20150920123009.2.9.12.1.jpg,700,940
1.2.840.113619.2.110.210419.20150920123140.2.9.12.1.jpg,716,822
1.2.840.113619.2.110.210419.20150920123329.2.9.12.1.jpg,700,942
1.2.840.113619.2.110.210419.20150920123436.2.9.12.1.jpg,700,942
1.2.840.113619.2.110.210419.20150920123551.2.9.12.1.jpg,700,942
1.2.840.113619.2.110.210419.20150920124141.1.9.12.1.jpg,700,942
1.2.840.113619.2.110.210419.20150920125709.2.9.12.1.jpg,700,941
1.2.840.113619.2.110.210419.20150920125821.2.9.12.1.jpg,700,940
1.2.840.113619.2.110.210419.20150920130000.2.9.12.1.jpg,716,846
1.2.840.113619.2.110.210419.20150920130124.2.9.12.1.jpg,700,937
1.2.840.113619.2.110.210419.20150920130503.2.9.12.1.jpg,700,938
1.2.840.113619.2.110.210419.20150920130654.2.9.12.1.jpg,700,942
1.2.840.113619.2.110.210419.20150920130820.2.9.12.1.jpg,716,857
1.2.840.113619.2.110.210419.20150920131359.1.9.12.1.jpg,700,943
1.2.840.113619.2.110.210419.20150920133104.2.9.12.1.jpg,700,940
1.2.840.113619.2.110.210419.20150920133807.2.9.12.1.jpg,716,855
1.2.840.113619.2.110.210419.20150920134629.2.9.12.1.jpg,716,854
1.2.840.113619.2.110.210419.20150920134925.2.9.12.1.jpg,716,858
1.2.840.113619.2.110.210419.20150920135159.2.9.12.1.jpg,700,943
1.2.840.113619.2.110.210419.20150920135419.2.9.12.1.jpg,700,942
1.2.840.113619.2.110.210419.20150920135534.2.9.12.1.jpg,700,938
1.2.840.113619.2.110.210419.20150920135714.2.9.12.1.jpg,700,943
1.2.840.113619.2.110.210419.20150920135822.2.9.12.1.jpg,716,855
1.2.840.113619.2.110.210419.20150920140633.1.9.12.1.jpg,700,943
