"","term","estimate","std.error","statistic","p.value"
"1","(Intercept)",-45.9325615401696,3.78909652326064,-12.1222991439245,2.21070484878055e-33
"2","height",2.20184568963804,0.0224675608049417,98.0011007315822,0
