"","term","estimate","std.error","statistic","p.value"
"1","(Intercept)",-23.6448094481175,4.20000713440438,-5.62970697226462,1.93815093712592e-08
"2","height",1.92011224197443,0.0247146451327017,77.6912729948042,0
