"","term","estimate","std.error","statistic","p.value"
"1","(Intercept)",-54.3568876880899,8.24566476495368,-6.59217773673282,6.49676746062238e-11
"2","height",2.25676211123891,0.0481373164927295,46.8817598417593,1.03093863398641e-272
