"","term","estimate","std.error","statistic","p.value"
"1","(Intercept)",-17.5778881884278,3.85434807394925,-4.5605347133107,5.23465963799399e-06
"2","height",1.88596562056414,0.0227068900459678,83.0569759551481,0
