"","term","estimate","std.error","statistic","p.value"
"1","(Intercept)",-47.8008020749316,6.14112734466107,-7.7837177756114,1.09391965326916e-14
"2","height",2.23555212811751,0.0364230506208303,61.3773994767754,0
