"","term","estimate","std.error","statistic","p.value"
"1","(Intercept)",-40.1322098472417,8.41919978114086,-4.76674872796563,2.14882029947469e-06
"2","height",2.20193510809199,0.0491009272423748,44.8450819924983,6.99885914406296e-242
