"","term","estimate","std.error","statistic","p.value"
"1","(Intercept)",-48.9667861476195,7.95105574508772,-6.15852632876733,9.69400453082336e-10
"2","height",2.22905617793854,0.0462212952335834,48.2257402496794,7.13064234487782e-295
